artist_mbid,artist_name,genres,error
c648509e-9916-4c56-ab63-652a03da16dd,Anberlin,rock|alternative rock|emo,
fb7272ba-f130-4f0a-934d-6eeea4c18c9a,Al Green,soul|smooth soul|gospel|southern soul|christmas music,
680a0350-cee3-49d4-a85d-7c9f4657fb97,Current Joys,,
27638856-79a1-4495-b7da-1912899560c7,bbno$,hip hop|pop rap|trap|bass house|bassline,
afb680f2-b6eb-4cd7-a70b-a63b25c763d5,Bruno Mars,pop|funk|r&b|rock|soul,
f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,"Tyler, The Creator",hip hop|hardcore hip hop|horrorcore|west coast hip hop,
0d8b0d50-e4cf-4da4-965d-f24c58ec3268,Boston,hard rock|rock|aor|progressive rock|art rock,
a74b1b7f-71a5-4011-9441-d0b5e4122711,Radiohead,alternative rock|art rock|rock|experimental rock|electronic,
a3e6b986-9ba2-4089-8157-bc92e9c471af,CatDany,,
4d8afa16-4018-4ca8-8b5e-ede8f9314562,The Animals,blues rock|psychedelic rock|british blues|british rhythm & blues|mod,
1c26c1d5-ec2d-427c-874c-c647c1f67276,The Stupendium,,
d604a2f1-6397-458a-be95-ab47403a3e9f,Atlas,hip hop,
a1421d73-1a21-484b-97ad-77c9a5676daf,Adam Levine,pop|blue-eyed soul|funk rock|neo soul|pop rock,
fabb37f8-eb2a-4cc1-a72a-b56935bbb72d,Three Days Grace,alternative rock|hard rock|post-grunge|alternative metal|rock,
cc0b7089-c08d-4c10-b6b0-873582c17fd6,System of a Down,alternative metal|alternative rock|nu metal|heavy metal|hard rock,
9911c480-1b8f-4797-ae9c-a29f191a0853,Atwood,dance|dubstep|edm|electronica|future bass,
407d7ae0-c297-491c-bd19-4185e2b12ef2,Tally Hall,indie rock|alternative rock|indie pop|rock|alternative pop,
00d0f0fa-a48c-416d-b4ff-25a290ce82d8,half•alive,indie pop,
3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Aerosmith,hard rock|blues rock|rock|classic rock|glam metal,
084308bd-1654-436f-ba03-df6697104e19,Green Day,punk rock|pop punk|alternative rock|rock|punk,
a5b20ca2-55ee-4d1c-8236-7c38f5398997,Yeek,,
4e249ccf-c4de-4237-aef1-922f90a2f786,Arrested Youth,alternative rock|electronic rock|indie rock|rock,
142b343d-bf5a-428c-a64f-6d1a7566bbe9,Stray Kids,k-pop|electropop|pop rap|trap|trap edm,
75a72702-a5ef-4513-bca5-c5b944903546,John Legend,soul|contemporary r&b|neo soul|r&b,
6ffb8ea9-2370-44d8-b678-e9237bbd347b,Kings of Leon,alternative rock|indie rock|southern rock|garage rock|pop rock,
daefe844-55f2-47d8-a1bf-344484dfdade,guardin,alternative pop|emo|emo rap,
bc5e2ad6-0a4a-4d90-b911-e9a7e6861727,Mastodon,progressive metal|sludge metal|heavy metal|metal|alternative metal,
507d821a-dd31-426c-8bae-4006148f7ca1,Manwolves,,
55fb1ec1-26a2-4f43-8210-1e831235b55b,Sad Frosty,trap,
e1295b60-1c1b-40a6-987e-d9c5b8733232,Scuare,,
cf0dbc16-4e24-4957-b5b4-955c8978f690,ATEEZ,k-pop,
0b30341b-b59d-4979-8130-b66c0e475321,Lil Nas X,pop rap|hip hop|trap,
e62c627b-c9ec-452d-a8b0-101554b20ae3,ceo@business.net,,
569c3c80-418b-4189-aa9d-dfae91a751cb,Samsa,lo-fi,
568a5f4b-f182-43be-9fe8-7758dd69be07,The Unlikely Candidates,indie rock,
95663592-1447-4579-90f7-c94733476667,ENHYPEN,k-pop|pop,
78fcc713-214b-4f04-a84e-af800e2d34ba,Rare Americans,alternative rock|indie rock|rock,
c010eb84-2de1-40b2-b267-40de6002daab,ONEUS,k-pop,
f2eef649-a6d5-4114-afba-e50ab26254d2,Sum 41,pop punk|punk rock|alternative rock|punk|alternative metal,
aa7a2827-f74b-473c-bd79-03d065835cf7,Franz Ferdinand,indie rock|post-punk revival|art rock|dance-punk|alternative dance,
956b1fa3-e244-4e33-903f-4c834ead136e,Jamie Berry,,
38c71b9e-4bf4-4b92-aa59-514f2e726e8d,Elena Siegman,,
8560d4e8-05e2-4c20-980b-ad2db445dd5d,Fitz and the Tantrums,indie pop|pop|pop rock|blue-eyed soul|electronic,
153c9281-268f-4cf3-8938-f5a4593e5df4,Soundgarden,grunge|alternative rock|alternative metal|hard rock|psychedelic rock,
7fb57fba-a6ef-44c2-abab-2fa3bdee607e,Childish Gambino,hip hop|contemporary r&b|neo soul|r&b,
8623a957-7d28-499e-9485-aa9374159887,Sugs,,
9efff43b-3b29-4082-824e-bc82f646f93d,The Doors,psychedelic rock|blues rock|acid rock|rock|classic rock,
522a1c3b-bcfe-4299-9c75-156fee42f3ef,Annella,dance-pop|electro house|electro swing|jazz fusion,
9d17d14a-e81c-410e-a90b-b02b0a9de6f8,NCT 127,k-pop,
1f7ea922-f391-4089-bced-9b1e035e4642,ProleteR,hip hop|instrumental|boom bap|chillwave|downtempo,
7999a8a1-6cbd-4453-8dd4-ebd03a10e44f,Cavetown,bedroom pop|indie pop|pop|indie folk|indie rock,
6a62bf71-5079-4c63-bf80-dd1cb6ae03b0,Johnny Manchild and the Poor Bastards,,
520d25e0-e92a-4e59-be47-56a305bb4b0f,VHS,,
01a36baf-fa2d-4659-8bc2-dbfb5ffed791,Mick Gordon,industrial metal|electronic|metal|djent,
13d35c97-f8d0-4987-816f-b9b05861befd,doefriends,,
0b7af1a3-9ad7-4955-a6a2-77c9095bdf50,Billy Marchiafava,,
faf4cefb-036c-4c88-b93a-5b03dd0a0e6b,Demi Lovato,pop|pop rock|dance-pop|teen pop|electropop,
16243662-8538-4746-a0fb-0d15b5828b8e,Neon Trees,,
b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Ed Sheeran,pop|folk pop|dance-pop|folk|singer-songwriter,
27afdb7c-c932-4698-9d2a-96d7199acbed,Friday Pilots Club,alternative rock|indie rock,
8b0f05ce-354e-4121-9e0b-8b4732ea844f,Juanes,latin|latin pop|pop|pop rock|rock,
0c97b403-1aae-4315-93ab-af54fe2169d6,flipturn,indie rock,
ab1a3f85-e0ea-470a-af5c-175447ae774c,underscores,hyperpop|pop|electronic|glitch hop,
8c058282-ba69-4fab-9aad-2c609da200eb,Trudy and the Romance,,
4e4058e3-352d-4e32-906e-dc0990da7e09,The Irish Brigade,celtic rock|folk rock|irish folk|rock,
d7134426-a937-43bf-bc54-f10ad8102ed9,The Pharcyde,hip hop|alternative hip hop|west coast hip hop,
883cbf1f-dcaa-4d17-b9ed-394e1fdabc87,Rex Orange County,alternative pop|bedroom pop|pop|indie pop|leftfield,
82178603-e97b-4d60-b521-82582545a0a8,Battle Tapes,electronic rock|indietronica,
164f0d73-1234-4e2c-8743-d77bf2191051,Ye,hip hop|pop rap|experimental hip hop|pop|christian hip hop,
8ed919fb-eaee-45a1-ba99-b3ede9ca5f1d,Pierce the Veil,post-hardcore|easycore|melodic hardcore|rock,
58ec903d-f1f4-42cb-9d94-174fbdf32f74,Cemetery Drive,,
80b3cf5e-18fe-4c59-98c7-e5bb87210710,The Roots,hip hop|jazz|soul|alternative hip hop|progressive soul,
b071f9fa-14b0-4217-8e97-eb41da73f598,The Rolling Stones,rock|blues rock|classic rock|psychedelic rock|british rhythm & blues,
64b85e52-08db-4995-a6e3-d2a6acc5a058,Jesse & Joy,pop|latin|ballad|latin pop,
f4abc0b5-3f7a-4eff-8f78-ac078dbce533,Billie Eilish,alternative pop|electropop|pop|alternative r&b|contemporary r&b,
95e1ead9-4d31-4808-a7ac-32c3614c116b,The Killers,alternative rock|indie rock|pop rock|heartland rock|new wave,
5182c1d9-c7d2-4dad-afa0-ccfeada921a8,Black Sabbath,heavy metal|hard rock|traditional doom metal|metal|doom metal,
074e3847-f67f-49f9-81f1-8c8cea147e8e,Bring Me the Horizon,metalcore|alternative rock|alternative metal|deathcore|pop rock,
b3977da4-f899-4328-921b-ecc599a5618a,j‐hope,dance-pop|hip hop|k-pop|pop|r&b,
6a64307a-1806-428c-9bee-4afb13b27042,TREASURE,k-pop,
21228f86-5768-4563-83fa-25375c29f21f,DisMissedFit,,
754e2a05-7f44-4898-bcfd-64a837a6b05f,Creo,dubstyle,
d8354b38-e942-4c89-ba93-29323432abc3,Thirty Seconds to Mars,alternative rock|rock|alternative pop|electronic|electropop,
5e0aa100-7075-4c9a-8518-c4f69a4008e6,Bedside Kites,,
58f1e354-ecbc-4fd3-aa25-97eb1d9bd8b9,RM,hip hop|indie pop|pop|r&b,
86f78011-5087-48d2-8922-c381d2eb0c40,Sick Puppies,alternative rock|post-grunge|rock|hard rock,
37596bba-85c3-4b36-a612-4c0d77f0fc68,Backhouse Mike,,
ef8d7a94-64a3-4362-b81f-b5999fb246de,Derek Duke,,
87ae83df-6173-40cc-a0f2-bad543faa6aa,DaBaby,hip hop|southern hip hop,
8b0d5f41-41d4-4bd2-9ad0-9d343af32073,The Mellowells,,
e2c00c56-8365-4160-9f40-a64682917633,Goo Goo Dolls,alternative rock|pop punk|acoustic rock|pop rock|power pop,
ad322b8b-31b2-437d-8fd8-1af13c1d7b91,GIVĒON,contemporary r&b|pop soul|r&b,
2465d7da-7da3-42ea-8440-e701775d856b,Glenn Stafford,,
7d577034-18d3-4066-85c7-157d3bcce6b5,Kxllswxtch,emo rap,
6b025cf6-8f78-4efe-904c-8c08db13bea0,DREAMERS,indie pop,
30baa5b8-d299-4a0c-918e-9b713785a0e3,Kuana Torres Kahele,,
0c502791-4ee9-4c5f-9696-0602b721ff3b,Electric Light Orchestra,progressive rock|art rock|pop rock|symphonic prog|symphonic rock,
38d363c7-fdcb-4308-9474-a0d14ab8d9b7,Christina Perri,pop|singer-songwriter,
2bcf2e02-5bc3-4c76-bf76-41126cb11444,Ghost,heavy metal|hard rock|occult rock|progressive rock|psychedelic rock,
4236d929-9a81-4c8e-97c3-8d3306780f50,Scissor Sisters,pop|glam rock|dance-rock|indie pop,
40627299-0979-45ba-8924-2af5fdc36ea8,Ricardo Arjona,latin|latin ballad|latin pop|singer-songwriter,
23c8056b-ee13-4cfc-a772-2f5292e35bb5,Jung Kook,edm|k-pop|pop|r&b,
3c84e93f-94e2-41b7-803d-ecccc61dd2de,Russell Brower,,
809c7778-73d5-4018-935c-335e621adbf7,killedmyself,,
ac865b2e-bba8-4f5a-8756-dd40d5e39f46,Korn,nu metal|alternative metal|metal|alternative rock|rock,
ae0e2978-b150-4177-b6d4-513e6a657ce8,The Real Zebos,alternative pop|alternative rock|indie pop|indie rock|pop,
abd506e1-6f2b-4d6f-b937-92c267f6f88b,Journey,rock|aor|arena rock|hard rock|pop rock,
4e4ebde4-0c56-4dec-844b-6c73adcdd92d,Juice WRLD,hip hop|emo rap|trap|cloud rap,
8aa5b65a-5b3c-4029-92bf-47a544356934,Ozzy Osbourne,heavy metal|hard rock|glam metal|pop rock|symphonic rock,
33319aed-9bd7-4cd1-903c-716845c1b7cd,Black Veil Brides,glam metal|glam rock|hard rock|alternative rock|heavy metal,
fad8967c-a327-4af5-a64a-d4de66ece652,Celldweller,electronic rock|electro-industrial|drum and bass|industrial|industrial rock,
0bc858a1-3573-4216-9423-c96dd8c72919,Twista,hip hop|gangsta rap|hardcore hip hop,
6f6fd596-76e0-4b82-aa37-f558ac2d337b,Gotye,art pop|indie pop|indie rock|trip hop|chamber pop,
b6f8cce8-cbac-48a0-b0fa-d6cc06447928,Make Them Suffer,deathcore|melodic metalcore|metalcore|alternative metal|progressive metalcore,
2cc8fd8a-4c22-4905-8a8f-86f076d50497,midwxst,alternative pop|digicore|emo rap|experimental|rap rock,
e04d239e-9fa8-49b3-b9b7-9e439c3cb1d1,SEVENTEEN,k-pop,
ef954679-5ee7-4016-acef-7ac71f2fa3d8,Atmosphere,hip hop|boom bap|conscious hip hop,
66c662b6-6e2f-4930-8610-912e24c63ed1,AC/DC,hard rock|rock|blues rock|rock and roll,
a40ea317-e531-428a-909b-da1e68700573,Freddie Dredd,hip hop|phonk|trap|electronica|future bass,
8da127cc-c432-418f-b356-ef36210d82ac,TWICE,k-pop|pop|dance|r&b|dance-pop,
9689aa5a-4471-4fb4-9721-07cecda0fa9f,A Tribe Called Quest,hip hop|east coast hip hop|jazz rap|alternative hip hop|conscious hip hop,
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,The Beatles,rock|pop|pop rock|psychedelic pop|merseybeat,
0e431661-0291-4fc2-90f2-a47e057e0a6a,Jarv,,
da9bf052-1a66-4737-be10-9f3987980b19,PENTAGON,k-pop,
713e751f-3ddb-4b77-b3b1-9e6f2e953ad5,Logic,hip hop|east coast hip hop|pop rap,
48646387-1664-4c9a-9139-9bfd091b823c,BLACKPINK,k-pop|pop|hip hop,
ebee61b4-bbdd-4087-9bcb-d5aa099088ec,James Blunt,pop rock|pop|soft rock|acoustic rock|folk rock,
b031dffc-267f-45e2-aad7-7a721086bff6,Chrosky,hip hop|lo-fi hip hop,
e0e1a584-dd0a-4bd1-88d1-c4c62895039d,Foster the People,indie pop|dance-pop|pop,
37177491-dc86-4536-8ac2-51887ccfa0bb,The Rare Occasions,alternative rock|indie rock,
93998e01-ff53-4af7-ba2a-5674adcdf21e,H.E.R.,r&b|alternative r&b|deep soul|hip hop soul|neo soul,
6bb69646-d76b-48a5-a77f-4f60cf4db5af,Panoramia,,
c3009d7a-51ac-4c9c-888a-04f5c3c4be0c,Eazy‐E,hip hop|gangsta rap|g-funk|west coast hip hop,
cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,Adele,pop|soul|blue-eyed soul|pop soul|neo soul,
dc7c8277-d4b6-4bca-bdfe-50eee42536ac,NCT DREAM,k-pop,
86a6268f-a7da-4322-a273-1edce2ea5a12,Feng Suave,,
4b0dd5e7-c795-42bd-8311-bc9f71fabd0a,Counterparts,melodic metalcore|melodic hardcore|metalcore,
6647af6b-8ea2-48bd-9d24-a8c478ed45ce,Neal Acree,,
3a4024dc-cc62-4d9b-8bed-c22426136a52,Quadeca,experimental hip hop|art pop|emo rap|alternative r&b|ambient pop,
323ea2bd-a27e-414a-ba40-2727bf3a37e1,Renée Elise Goldsberry,,
9757ae7d-44b1-4d63-81ce-b463fe27b9ae,Joey Bada$$,boom bap|hip hop|east coast hip hop|conscious hip hop|hardcore hip hop,
8e66ea2b-b57b-47d9-8df0-df4630aeb8e5,Peter Gabriel,art rock|pop rock|progressive rock|art pop|new wave,
b27d089c-6b08-4067-9293-406cebde0374,Matt Maltese,alternative rock|chamber pop|indie rock|singer-songwriter,
3e55d51d-687f-4a9d-af96-2fabccf802e5,The Cardigans,rock|indie pop|alternative rock|indie rock|pop,
b285738d-c672-4157-bc11-03fed10f984b,Jackson Breit,,
02bbc8d7-da26-4ed3-aa6d-b26b041ff6b0,Ardeon,,
0ddddde3-9fe5-4bb8-af27-d0b686bf33b0,American Pets,,
9d027d72-790e-40ec-bbb7-61aa613457de,TOMORROW X TOGETHER,k-pop,
480e9088-5edc-40fc-850d-975e06109e3f,Méav,celtic,
186e216a-2f8a-41a1-935f-8e30c018a8fe,Passenger,indie folk|folk pop|alternative rock|indie pop|indie rock,
f59c5520-5f46-4d2c-b2c4-822eabf53419,Linkin Park,nu metal|rock|rap rock|metal|rap metal,
a82a29d3-afbc-40fc-9584-b679d8042f44,Natura Ferox,,"<urlopen error [Errno 8] nodename nor servname provided, or not known>"
c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,,"<urlopen error [Errno 8] nodename nor servname provided, or not known>"
ab966c0f-e526-46ae-b492-82c27b87f81f,Mon Laferte,,"<urlopen error [Errno 8] nodename nor servname provided, or not known>"
977e9297-a7e4-449c-94f0-2c500245d07e,Block B,,"<urlopen error [Errno 8] nodename nor servname provided, or not known>"
64772898-ff1d-47a9-80e8-ba6069b2cda0,bl4ck m4rket c4rt,,"<urlopen error [Errno 8] nodename nor servname provided, or not known>"
e43d0728-df9e-4c26-ac3b-a98a91e2f314,Okey Dokey,,"<urlopen error [Errno 8] nodename nor servname provided, or not known>"
26f07661-e115-471d-a930-206f5c89d17c,Mötley Crüe,,"<urlopen error [Errno 8] nodename nor servname provided, or not known>"
814d4a3a-e336-4043-adc4-c78e99d8ac00,Teenage Disaster,,"<urlopen error [Errno 8] nodename nor servname provided, or not known>"
7bb60591-46f3-4147-b692-1814a87e832e,Barry Manilow,pop|soft rock|easy listening|jazz,
c0ddc7ce-c397-46e1-b760-9fdaca0f7a47,exociety,,
91ae77d8-3bb5-4e59-98a7-532ac0f2825d,I DONT KNOW HOW BUT THEY FOUND ME,new wave|alternative rock|indie pop|dance-rock|pop rock,
5be7d200-5499-4bba-b29b-1ac554199d23,Calle 13,alternative hip hop|comedy hip hop|hip hop|latin,
9f4c3bca-4d80-428f-9ed2-0de052d92ecc,Jack Stauber,indie pop|experimental|hypnagogic pop|lo-fi|pop,
c5b2a3ca-4a5e-4ce2-a45a-ef69d909a498,Black Dresses,noise pop|electronic|industrial,
69681b02-05b8-4685-80cb-e98983b7a96f,Mother Mother,indie rock|rock|indie pop|pop|pop rock,
a0a7501e-e0b2-4d7d-a813-ee2668bcb2eb,potsu,lo-fi|indie pop|lo-fi hip hop,
f27ec8db-af05-4f36-916e-3d57f91ecf5e,Michael Jackson,pop|dance-pop|disco|contemporary r&b|pop soul,
9fc92dfd-8367-4a7e-88f5-18b24baa1b70,JIHYO,k-pop,
81250ee6-a008-4007-8cfd-dddc22176cac,Ren,hip hop|rapcore,
5dcdb5eb-cb72-4e6e-9e63-b7bace604965,Bon Jovi,rock|hard rock|glam metal|arena rock|pop rock,
72431fc4-1f37-4f61-a4b0-03ccaf3f7418,Younger Hunger,,
e98fc8a6-f523-462a-b221-b55d935f19d8,Phillipa Soo,,
650e7db6-b795-4eb5-a702-5ea2fc46c848,Lady Gaga,pop|dance-pop|electropop|pop rock|electronic,
ff44f779-74ab-48f8-aac3-39ebe8f7c18e,Digable Planets,hip hop|jazz rap|alternative hip hop|acid jazz|boom bap,
ef326b3d-61f0-4379-aca0-21237d696d63,$uicideboy$,hip hop|cloud rap|southern hip hop|horrorcore|memphis rap,
83b9cbe7-9857-49e2-ab8e-b57b01038103,Pearl Jam,grunge|alternative rock|hard rock|rock|classic rock,
889db25c-d1df-457a-b0d1-c405f34a01f3,Bo Burnham,comedy|standup comedy,
79dc561a-5e4f-459d-804a-13b7fc0e303b,Matt Uelmen,dark ambient,
80609a00-b394-4a49-975b-2db6b543fa97,The Kid LAROI,hip hop|emo rap|pop rap,
16c30e33-0f97-4146-9bec-dc21d074eaec,Pink Guy,experimental hip hop|trap,
a82a29d3-afbc-40fc-9584-b679d8042f44,Natura Ferox,,
c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,r&b|alternative r&b|contemporary r&b|dance-pop|synth-pop,
ab966c0f-e526-46ae-b492-82c27b87f81f,Mon Laferte,art pop|latin pop|pop rock|ranchera|singer-songwriter,
977e9297-a7e4-449c-94f0-2c500245d07e,Block B,k-pop,
64772898-ff1d-47a9-80e8-ba6069b2cda0,bl4ck m4rket c4rt,slacker rock|slowcore,
e43d0728-df9e-4c26-ac3b-a98a91e2f314,Okey Dokey,,
26f07661-e115-471d-a930-206f5c89d17c,Mötley Crüe,glam metal|hard rock|heavy metal|metal|arena rock,
814d4a3a-e336-4043-adc4-c78e99d8ac00,Teenage Disaster,trap metal,
73fdb566-a9b1-494c-9f32-51768ec9fd27,OutKast,hip hop|southern hip hop|pop rap|pop|conscious hip hop,
5a35701f-9209-4742-ad44-7432d3230127,SuperM,k-pop,
72eabb1a-4d2c-4de6-90f2-671b2cada42b,Caravan Palace,electro swing|electro house|fidget house,
ffb45b37-1bab-4fe1-9e31-5509acb3fd94,Loren Allred,,
9b15ff5e-5bd1-43c2-821d-e31240aad334,supercell,j-pop|j-rock|pop rock,
50cca42e-6573-4f49-b039-b56430220c6d,Deadlights,,
cd5aa535-0e40-4aef-9747-a3c22f3c0289,Ciara Renée,,
bdacc37b-8633-4bf8-9dd5-4662ee651aec,Slayer,thrash metal|metal|speed metal|heavy metal|crossover thrash,
a8f890d7-2763-438e-8548-747c47e8e136,WHOKILLEDXIX,glitch|electronic|hyperpop|punk rap|rap metal,
7c7f9c94-dee8-4903-892b-6cf44652e2de,Tears for Fears,new wave|art pop|pop rock|synth-pop|psychedelic pop,
f4a31f0a-51dd-4fa7-986d-3095c40c5ed9,Evanescence,alternative metal|metal|alternative rock|symphonic metal|symphonic rock,
d2582c77-6b0f-4b2f-802f-8f3cad1a5fec,Jimin,ballad|dance-pop|pop|edm|k-pop,
7b46472b-adda-4a9e-a6e7-824dedff9200,The Backseat Lovers,indie rock|rock|indie pop,
7364dea6-ca9a-48e3-be01-b44ad0d19897,a‐ha,new wave|pop|synth-pop|dance-pop|sophisti-pop,
ea4dfa26-f633-4da6-a52a-f49ea4897b58,R.E.M.,alternative rock|jangle pop|pop rock|folk rock|power pop,
db3de4ac-af35-49b1-92c1-10a932c7ef59,JAWNY,bedroom pop|indie pop|dream pop|indie rock|lo-fi,
ba6b0048-8d97-4d91-bcb1-0db7c83647d5,Mentatranque,,
b06ca342-eff9-46a0-ae15-bf610b820f7d,Jakey,,
da357978-095d-4621-a7ee-2c0f336c5e8a,Her’s,dream pop|indie pop|bedroom pop,
5e6c760b-42e0-4df4-a221-0269355da00a,Dean Martin,pop|big band|christmas music|easy listening|country pop,
944ae7f1-0d31-4c32-943d-b17988c5de94,The Noisy Outdoors,nature sounds|non-music|rain sounds,
892500b7-09a6-4049-ba92-2d192dd70563,Biffy Clyro,alternative rock|progressive rock|indie rock|acoustic rock|emo,
5b11f4ce-a62d-471e-81fc-a69a8278c7da,Nirvana,grunge|alternative rock|rock|noise rock|acoustic rock,
d95a463f-e7d3-4c97-98ba-57f75cb4fda2,Xdinary Heroes,k-pop|metal|rock,
ba64f4f1-574a-4039-bee2-9f63e4026c8a,Boy Called Cute,,
36f83895-5a69-47c1-a4a2-e2449acbf64a,"Leslie Odom, Jr.",,
af0c4afb-8717-4dad-b453-6b015c0d8bdc,saoirse dream,bedroom pop|digicore|hyperpop|pop,
1a425bbd-cca4-4b2c-aeb7-71cb176c828a,One Direction,pop|dance-pop|folk pop|pop rock|power pop,
